일련번호,2018년 귀속(현행)업종코드,2019년 귀속(개편후)업종코드,국세청_대분류코드,국세청_대분류,국세청_중분류코드,국세청_중분류,국세청_소분류코드,국세청_소분류,국세청_세분류코드,국세청_세분류,국세청_세세분류,국세청_연계,KSIC10_코드,KSIC10_대분류코드,KSIC10_대분류,KSIC10_중분류코드,KSIC10_중분류,KSIC10_소분류코드,KSIC10_소분류,KSIC10_세분류코드,KSIC10_세분류,KSIC10_세세분류,KSIC10_연계,메인,세부설명,KSIC10_항목명,KSIC9_코드,KSIC9_항목명
891,521911,521913,G,도매 및 소매업,52,소매업; 자동차 제외,521,종합 소매업,5219,면세점,면세점,1,47130,G,도매 및 소매업,47,소매업; 자동차 제외,471,종합 소매업,4713,면세점,면세점,1,,,면세점,47119,기타 대형 종합 소매업
891,521911,521913,G,도매 및 소매업,52,소매업; 자동차 제외,521,종합 소매업,5219,면세점,면세점,1,47130,G,도매 및 소매업,47,소매업; 자동차 제외,471,종합 소매업,4713,면세점,면세점,1,,,  ,47190,그 외 기타 종합 소매업
892,521991,521991,G,도매 및 소매업,52,소매업; 자동차 제외,521,종합 소매업,5219,그 외 기타 종합 소매업,그 외 기타 종합 소매업,1,47190,G,도매 및 소매업,47,소매업; 자동차 제외,471,종합 소매업,4719,그 외 기타 종합 소매업,그 외 기타 종합 소매업,1,,,그 외 기타 종합 소매업,47190,그 외 기타 종합 소매업
893,521992,521992,G,도매 및 소매업,52,소매업; 자동차 제외,521,종합 소매업,5219,음ㆍ식료품 위주 종합 소매업,체인화 편의점,1,47122,G,도매 및 소매업,47,소매업; 자동차 제외,471,종합 소매업,4712,음ㆍ식료품 위주 종합 소매업,체인화 편의점,1,,,체인화 편의점,47122,체인화 편의점
894,522011,522011,G,도매 및 소매업,52,소매업; 자동차 제외,522,음ㆍ식료품 및 담배 소매업,5220,식료품 소매업,"곡물, 곡분 및 가축 사료 소매업",1,47211,G,도매 및 소매업,47,소매업; 자동차 제외,472,음ㆍ식료품 및 담배 소매업,4721,식료품 소매업,"곡물, 곡분 및 가축 사료 소매업",2,1,,"곡물, 곡분 및 가축 사료 소매업",47211,곡물 소매업
895,522012,522012,G,도매 및 소매업,52,소매업; 자동차 제외,522,음ㆍ식료품 및 담배 소매업,5220,식료품 소매업,"곡물, 곡분 및 가축 사료 소매업",1,47211,G,도매 및 소매업,47,소매업; 자동차 제외,472,음ㆍ식료품 및 담배 소매업,4721,식료품 소매업,"곡물, 곡분 및 가축 사료 소매업",2,,가축용사료,"곡물, 곡분 및 가축 사료 소매업",47211,곡물 소매업
896,522020,522020,G,도매 및 소매업,52,소매업; 자동차 제외,522,음ㆍ식료품 및 담배 소매업,5220,식료품 소매업,육류 소매업,1,47212,G,도매 및 소매업,47,소매업; 자동차 제외,472,음ㆍ식료품 및 담배 소매업,4721,식료품 소매업,육류 소매업,1,,,육류 소매업,47212,육류 소매업
897,522031,522031,G,도매 및 소매업,52,소매업; 자동차 제외,522,음ㆍ식료품 및 담배 소매업,5220,식료품 소매업,"신선, 냉동 및 기타 수산물 소매업",1,47214,G,도매 및 소매업,47,소매업; 자동차 제외,472,음ㆍ식료품 및 담배 소매업,4721,식료품 소매업,"신선, 냉동 및 기타 수산물 소매업",1,,,"신선, 냉동 및 기타 수산물 소매업",47213,수산물 소매업
898,522039,522039,G,도매 및 소매업,52,소매업; 자동차 제외,522,음ㆍ식료품 및 담배 소매업,5220,식료품 소매업,건어물 및 젓갈류 소매업,1,47213,G,도매 및 소매업,47,소매업; 자동차 제외,472,음ㆍ식료품 및 담배 소매업,4721,식료품 소매업,건어물 및 젓갈류 소매업,1,,,건어물 및 젓갈류 소매업,47213,수산물 소매업
899,522040,522040,G,도매 및 소매업,52,소매업; 자동차 제외,522,음ㆍ식료품 및 담배 소매업,5220,식료품 소매업,"채소, 과실 및 뿌리작물 소매업",1,47215,G,도매 및 소매업,47,소매업; 자동차 제외,472,음ㆍ식료품 및 담배 소매업,4721,식료품 소매업,"채소, 과실 및 뿌리작물 소매업",2,2,채소 및 뿌리작물,"채소, 과실 및 뿌리작물 소매업",47214,과실 및 채소 소매업
900,522050,522050,G,도매 및 소매업,52,소매업; 자동차 제외,522,음ㆍ식료품 및 담배 소매업,5220,식료품 소매업,"채소, 과실 및 뿌리작물 소매업",1,47215,G,도매 및 소매업,47,소매업; 자동차 제외,472,음ㆍ식료품 및 담배 소매업,4721,식료품 소매업,"채소, 과실 및 뿌리작물 소매업",2,2,과실,"채소, 과실 및 뿌리작물 소매업",47214,과실 및 채소 소매업
901,522061,522061,G,도매 및 소매업,52,소매업; 자동차 제외,522,음ㆍ식료품 및 담배 소매업,5220,식료품 소매업,"빵류, 과자류 및 당류 소매업",1,47216,G,도매 및 소매업,47,소매업; 자동차 제외,472,음ㆍ식료품 및 담배 소매업,4721,식료품 소매업,"빵류, 과자류 및 당류 소매업",2,1,,"빵류, 과자류 및 당류 소매업",47215,빵 및 과자류 소매업
902,522062,522062,G,도매 및 소매업,52,소매업; 자동차 제외,522,음ㆍ식료품 및 담배 소매업,5220,식료품 소매업,"빵류, 과자류 및 당류 소매업",1,47216,G,도매 및 소매업,47,소매업; 자동차 제외,472,음ㆍ식료품 및 담배 소매업,4721,식료품 소매업,"빵류, 과자류 및 당류 소매업",2,,설탕,"빵류, 과자류 및 당류 소매업",47215,빵 및 과자류 소매업
903,522063,522063,G,도매 및 소매업,52,소매업; 자동차 제외,522,음ㆍ식료품 및 담배 소매업,5220,식료품 소매업,기타 식료품 소매업,1,47219,G,도매 및 소매업,47,소매업; 자동차 제외,472,음ㆍ식료품 및 담배 소매업,4721,식료품 소매업,기타 식료품 소매업,2,,제조하여 소매,기타 식료품 소매업,47219,기타 식료품 소매업
904,522071,522071,G,도매 및 소매업,52,소매업; 자동차 제외,522,종합 소매업,5220,음ㆍ식료품 위주 종합 소매업,기타 음ㆍ식료품 위주 종합 소매업,1,47129,G,도매 및 소매업,47,소매업; 자동차 제외,471,종합 소매업,4712,음ㆍ식료품 위주 종합 소매업,기타 음ㆍ식료품 위주 종합 소매업,1,,,기타 음ㆍ식료품 위주 종합 소매업,47129,기타 음ㆍ식료품 위주 종합 소매업
905,522080,522080,G,도매 및 소매업,52,소매업; 자동차 제외,522,음ㆍ식료품 및 담배 소매업,5220,음료 및 담배 소매업,담배 소매업,1,47222,G,도매 및 소매업,47,소매업; 자동차 제외,472,음ㆍ식료품 및 담배 소매업,4722,음료 및 담배 소매업,담배 소매업,1,,,담배 소매업,47222,담배 소매업
906,522080,522081,G,도매 및 소매업,52,소매업; 자동차 제외,522,기타 생활용품 소매업,5220,그 외 기타 가정용품 소매업,그 외 기타 분류 안된 가정용품 소매업,1,47599,G,도매 및 소매업,47,소매업; 자동차 제외,475,기타 생활용품 소매업,4759,그 외 기타 가정용품 소매업,그 외 기타 분류 안된 가정용품 소매업,5,,쓰레기봉투,그 외 기타 분류 안된 가정용품 소매업,47430,가방 및 기타 가죽제품 소매업
906,522080,522081,G,도매 및 소매업,52,소매업; 자동차 제외,522,기타 생활용품 소매업,5220,그 외 기타 가정용품 소매업,그 외 기타 분류 안된 가정용품 소매업,1,47599,G,도매 및 소매업,47,소매업; 자동차 제외,475,기타 생활용품 소매업,4759,그 외 기타 가정용품 소매업,그 외 기타 분류 안된 가정용품 소매업,5,,쓰레기봉투,  ,47599,그 외 기타 분류 안된 가정용품 소매업
907,522091,522091,G,도매 및 소매업,52,소매업; 자동차 제외,522,음ㆍ식료품 및 담배 소매업,5220,식료품 소매업,건강 보조식품 소매업,1,47217,G,도매 및 소매업,47,소매업; 자동차 제외,472,음ㆍ식료품 및 담배 소매업,4721,식료품 소매업,건강 보조식품 소매업,2,,홍삼과 홍삼제품,건강 보조식품 소매업,47216,건강 보조식품 소매업
908,522092,522092,G,도매 및 소매업,52,소매업; 자동차 제외,522,기타 상품 전문 소매업,5220,그 외 기타 상품 전문 소매업,그 외 기타 분류 안된 상품 전문 소매업,1,47859,G,도매 및 소매업,47,소매업; 자동차 제외,478,기타 상품 전문 소매업,4785,그 외 기타 상품 전문 소매업,그 외 기타 분류 안된 상품 전문 소매업,9,,인삼제품,그 외 기타 분류 안된 상품 전문 소매업,47219,기타 식료품 소매업
908,522092,522092,G,도매 및 소매업,52,소매업; 자동차 제외,522,기타 상품 전문 소매업,5220,그 외 기타 상품 전문 소매업,그 외 기타 분류 안된 상품 전문 소매업,1,47859,G,도매 및 소매업,47,소매업; 자동차 제외,478,기타 상품 전문 소매업,4785,그 외 기타 상품 전문 소매업,그 외 기타 분류 안된 상품 전문 소매업,9,,인삼제품,  ,47599,그 외 기타 분류 안된 가정용품 소매업
908,522092,522092,G,도매 및 소매업,52,소매업; 자동차 제외,522,기타 상품 전문 소매업,5220,그 외 기타 상품 전문 소매업,그 외 기타 분류 안된 상품 전문 소매업,1,47859,G,도매 및 소매업,47,소매업; 자동차 제외,478,기타 상품 전문 소매업,4785,그 외 기타 상품 전문 소매업,그 외 기타 분류 안된 상품 전문 소매업,9,,인삼제품,  ,47859,그 외 기타 분류 안된 상품 전문 소매업
909,522093,522093,G,도매 및 소매업,52,소매업; 자동차 제외,522,음료 소매업,5220,음료 및 담배 소매업,음료 소매업,1,47221,G,도매 및 소매업,47,소매업; 자동차 제외,472,음료 소매업,4722,음료 및 담배 소매업,음료 소매업,5,,얼음,음료 소매업,47221,음료 소매업
910,522094,522094,G,도매 및 소매업,52,소매업; 자동차 제외,522,음료 소매업,5220,음료 및 담배 소매업,음료 소매업,1,47221,G,도매 및 소매업,47,소매업; 자동차 제외,472,음료 소매업,4722,음료 및 담배 소매업,음료 소매업,5,,알콜성음료,음료 소매업,47221,음료 소매업
911,522095,522095,G,도매 및 소매업,52,소매업; 자동차 제외,522,음료 소매업,5220,음료 및 담배 소매업,음료 소매업,1,47221,G,도매 및 소매업,47,소매업; 자동차 제외,472,음료 소매업,4722,음료 및 담배 소매업,음료 소매업,5,1,,음료 소매업,47221,음료 소매업
912,522096,522096,G,도매 및 소매업,52,소매업; 자동차 제외,522,음ㆍ식료품 및 담배 소매업,5220,식료품 소매업,기타 식료품 소매업,1,47219,G,도매 및 소매업,47,소매업; 자동차 제외,472,음ㆍ식료품 및 담배 소매업,4721,식료품 소매업,기타 식료품 소매업,2,1,,기타 식료품 소매업,47219,기타 식료품 소매업
913,522098,522098,G,도매 및 소매업,52,소매업; 자동차 제외,522,음료 소매업,5220,음료 및 담배 소매업,음료 소매업,1,47221,G,도매 및 소매업,47,소매업; 자동차 제외,472,음료 소매업,4722,음료 및 담배 소매업,음료 소매업,5,,우유,음료 소매업,47221,음료 소매업
914,522099,522099,G,도매 및 소매업,52,소매업; 자동차 제외,522,음료 소매업,5220,음료 및 담배 소매업,음료 소매업,1,47221,G,도매 및 소매업,47,소매업; 자동차 제외,472,음료 소매업,4722,음료 및 담배 소매업,음료 소매업,5,,자기명의 외판원 수수료,음료 소매업,47221,음료 소매업
915,522101,522101,G,도매 및 소매업,52,소매업; 자동차 제외,522,음ㆍ식료품 및 담배 소매업,5221,식료품 소매업,건강 보조식품 소매업,1,47217,G,도매 및 소매업,47,소매업; 자동차 제외,472,음ㆍ식료품 및 담배 소매업,4721,식료품 소매업,건강 보조식품 소매업,2,1,,건강 보조식품 소매업,47216,건강 보조식품 소매업
916,522101,522105,G,도매 및 소매업,52,소매업; 자동차 제외,522,기타 상품 전문 소매업,5221,그 외 기타 상품 전문 소매업,그 외 기타 분류 안된 상품 전문 소매업,1,47859,G,도매 및 소매업,47,소매업; 자동차 제외,478,기타 상품 전문 소매업,4785,그 외 기타 상품 전문 소매업,그 외 기타 분류 안된 상품 전문 소매업,9,,한약업사,그 외 기타 분류 안된 상품 전문 소매업,47219,기타 식료품 소매업
916,522101,522105,G,도매 및 소매업,52,소매업; 자동차 제외,522,기타 상품 전문 소매업,5221,그 외 기타 상품 전문 소매업,그 외 기타 분류 안된 상품 전문 소매업,1,47859,G,도매 및 소매업,47,소매업; 자동차 제외,478,기타 상품 전문 소매업,4785,그 외 기타 상품 전문 소매업,그 외 기타 분류 안된 상품 전문 소매업,9,,한약업사,  ,47599,그 외 기타 분류 안된 가정용품 소매업
916,522101,522105,G,도매 및 소매업,52,소매업; 자동차 제외,522,기타 상품 전문 소매업,5221,그 외 기타 상품 전문 소매업,그 외 기타 분류 안된 상품 전문 소매업,1,47859,G,도매 및 소매업,47,소매업; 자동차 제외,478,기타 상품 전문 소매업,4785,그 외 기타 상품 전문 소매업,그 외 기타 분류 안된 상품 전문 소매업,9,,한약업사,  ,47859,그 외 기타 분류 안된 상품 전문 소매업
917,522109,522109,G,도매 및 소매업,52,소매업; 자동차 제외,522,음ㆍ식료품 및 담배 소매업,5221,식료품 소매업,조리 반찬류 소매업,1,47218,G,도매 및 소매업,47,소매업; 자동차 제외,472,음ㆍ식료품 및 담배 소매업,4721,식료품 소매업,조리 반찬류 소매업,1,,,조리 반찬류 소매업,47219,기타 식료품 소매업
918,523111,523111,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 상품 전문 소매업,5231,"의약품, 의료용 기구, 화장품 및 방향제 소매업",의약품 및 의료용품 소매업,1,47811,G,도매 및 소매업,47,소매업; 자동차 제외,478,기타 상품 전문 소매업,4781,"의약품, 의료용 기구, 화장품 및 방향제 소매업",의약품 및 의료용품 소매업,3,2,의약품,의약품 및 의료용품 소매업,47811,의약품 및 의료용품 소매업
919,523114,523114,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 상품 전문 소매업,5231,"의약품, 의료용 기구, 화장품 및 방향제 소매업",의약품 및 의료용품 소매업,1,47811,G,도매 및 소매업,47,소매업; 자동차 제외,478,기타 상품 전문 소매업,4781,"의약품, 의료용 기구, 화장품 및 방향제 소매업",의약품 및 의료용품 소매업,3,,한약소매 등,의약품 및 의료용품 소매업,47811,의약품 및 의료용품 소매업
920,523116,523116,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 상품 전문 소매업,5231,"의약품, 의료용 기구, 화장품 및 방향제 소매업",의약품 및 의료용품 소매업,1,47811,G,도매 및 소매업,47,소매업; 자동차 제외,478,기타 상품 전문 소매업,4781,"의약품, 의료용 기구, 화장품 및 방향제 소매업",의약품 및 의료용품 소매업,3,2,의료용품,의약품 및 의료용품 소매업,47811,의약품 및 의료용품 소매업
921,523120,523120,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 상품 전문 소매업,5231,"의약품, 의료용 기구, 화장품 및 방향제 소매업",의료용 기구 소매업,1,47812,G,도매 및 소매업,47,소매업; 자동차 제외,478,기타 상품 전문 소매업,4781,"의약품, 의료용 기구, 화장품 및 방향제 소매업",의료용 기구 소매업,1,,,의료용 기구 소매업,47812,의료용 기구 소매업
922,523131,523131,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 상품 전문 소매업,5231,"의약품, 의료용 기구, 화장품 및 방향제 소매업","화장품, 비누 및 방향제 소매업",1,47813,G,도매 및 소매업,47,소매업; 자동차 제외,478,기타 상품 전문 소매업,4781,"의약품, 의료용 기구, 화장품 및 방향제 소매업","화장품, 비누 및 방향제 소매업",1,,,"화장품, 비누 및 방향제 소매업",47813,화장품 및 방향제 소매업
923,523132,523132,G,도매 및 소매업,52,소매업; 자동차 제외,523,무점포 소매업,5231,기타 무점포 소매업,방문 판매업,1,47993,G,도매 및 소매업,47,소매업; 자동차 제외,479,무점포 소매업,4799,기타 무점포 소매업,방문 판매업,2,2,자기명의의 화장품 외판원,방문 판매업,47993,방문 판매업
924,523211,523211,G,도매 및 소매업,52,소매업; 자동차 제외,523,"섬유, 의복, 신발 및 가죽제품 소매업",5232,"섬유, 직물 및 의복 액세서리 소매업","섬유 원단, 실 및 기타 섬유제품 소매업",1,47429,G,도매 및 소매업,47,소매업; 자동차 제외,474,"섬유, 의복, 신발 및 가죽제품 소매업",4742,"섬유, 직물 및 의복 액세서리 소매업","섬유 원단, 실 및 기타 섬유제품 소매업",3,,한복지,"섬유 원단, 실 및 기타 섬유제품 소매업",47419,"기타 섬유, 직물 및 의복액세서리 소매업"
925,523214,523214,G,도매 및 소매업,52,소매업; 자동차 제외,523,"섬유, 의복, 신발 및 가죽제품 소매업",5232,"섬유, 직물 및 의복 액세서리 소매업","섬유 원단, 실 및 기타 섬유제품 소매업",1,47429,G,도매 및 소매업,47,소매업; 자동차 제외,474,"섬유, 의복, 신발 및 가죽제품 소매업",4742,"섬유, 직물 및 의복 액세서리 소매업","섬유 원단, 실 및 기타 섬유제품 소매업",3,1,,"섬유 원단, 실 및 기타 섬유제품 소매업",47419,"기타 섬유, 직물 및 의복액세서리 소매업"
926,523221,523221,G,도매 및 소매업,52,소매업; 자동차 제외,523,"섬유, 의복, 신발 및 가죽제품 소매업",5232,의복 소매업,속옷 및 잠옷 소매업,1,47413,G,도매 및 소매업,47,소매업; 자동차 제외,474,"섬유, 의복, 신발 및 가죽제품 소매업",4741,의복 소매업,속옷 및 잠옷 소매업,1,,,속옷 및 잠옷 소매업,47415,내의 소매업
927,523221,523223,G,도매 및 소매업,52,소매업; 자동차 제외,523,"섬유, 의복, 신발 및 가죽제품 소매업",5232,의복 소매업,유아용 의류 소매업,1,47417,G,도매 및 소매업,47,소매업; 자동차 제외,474,"섬유, 의복, 신발 및 가죽제품 소매업",4741,의복 소매업,유아용 의류 소매업,1,,,유아용 의류 소매업,47414,유아용 의류 소매업
928,523231,523231,G,도매 및 소매업,52,소매업; 자동차 제외,523,"섬유, 의복, 신발 및 가죽제품 소매업",5232,의복 소매업,셔츠 및 블라우스 소매업,1,47414,G,도매 및 소매업,47,소매업; 자동차 제외,474,"섬유, 의복, 신발 및 가죽제품 소매업",4741,의복 소매업,셔츠 및 블라우스 소매업,1,,,셔츠 및 블라우스 소매업,47416,셔츠 및 기타 의복 소매업
929,523231,523233,G,도매 및 소매업,52,소매업; 자동차 제외,523,"섬유, 의복, 신발 및 가죽제품 소매업",5232,의복 소매업,남자용 겉옷 소매업,1,47411,G,도매 및 소매업,47,소매업; 자동차 제외,474,"섬유, 의복, 신발 및 가죽제품 소매업",4741,의복 소매업,남자용 겉옷 소매업,1,,,남자용 겉옷 소매업,47413,남녀용 정장 소매업
930,523231,523234,G,도매 및 소매업,52,소매업; 자동차 제외,523,"섬유, 의복, 신발 및 가죽제품 소매업",5232,의복 소매업,여자용 겉옷 소매업,1,47412,G,도매 및 소매업,47,소매업; 자동차 제외,474,"섬유, 의복, 신발 및 가죽제품 소매업",4741,의복 소매업,여자용 겉옷 소매업,1,,,여자용 겉옷 소매업,47413,남녀용 정장 소매업
931,523231,523235,G,도매 및 소매업,52,소매업; 자동차 제외,523,"섬유, 의복, 신발 및 가죽제품 소매업",5232,의복 소매업,한복 소매업,1,47415,G,도매 및 소매업,47,소매업; 자동차 제외,474,"섬유, 의복, 신발 및 가죽제품 소매업",4741,의복 소매업,한복 소매업,1,,,한복 소매업,47412,한복 소매업
932,523231,523236,G,도매 및 소매업,52,소매업; 자동차 제외,523,"섬유, 의복, 신발 및 가죽제품 소매업",5232,의복 소매업,가죽 및 모피 의복 소매업,1,47416,G,도매 및 소매업,47,소매업; 자동차 제외,474,"섬유, 의복, 신발 및 가죽제품 소매업",4741,의복 소매업,가죽 및 모피 의복 소매업,1,,,가죽 및 모피의복 소매업,47416,셔츠 및 기타 의복 소매업
933,523231,523237,G,도매 및 소매업,52,소매업; 자동차 제외,523,"섬유, 의복, 신발 및 가죽제품 소매업",5232,의복 소매업,기타 의복 소매업,1,47419,G,도매 및 소매업,47,소매업; 자동차 제외,474,"섬유, 의복, 신발 및 가죽제품 소매업",4741,의복 소매업,기타 의복 소매업,3,1,,기타 의복 소매업,47416,셔츠 및 기타 의복 소매업
934,523241,523241,G,도매 및 소매업,52,소매업; 자동차 제외,523,"섬유, 의복, 신발 및 가죽제품 소매업",5232,신발 소매업,신발 소매업,1,47430,G,도매 및 소매업,47,소매업; 자동차 제외,474,"섬유, 의복, 신발 및 가죽제품 소매업",4743,신발 소매업,신발 소매업,2,,"구두, 캐주얼화",신발 소매업,47420,신발 소매업
935,523242,523242,G,도매 및 소매업,52,소매업; 자동차 제외,523,"섬유, 의복, 신발 및 가죽제품 소매업",5232,신발 소매업,신발 소매업,1,47430,G,도매 및 소매업,47,소매업; 자동차 제외,474,"섬유, 의복, 신발 및 가죽제품 소매업",4743,신발 소매업,신발 소매업,2,1,,신발 소매업,47420,신발 소매업
936,523252,523252,G,도매 및 소매업,52,소매업; 자동차 제외,523,"섬유, 의복, 신발 및 가죽제품 소매업",5232,"섬유, 직물 및 의복 액세서리 소매업",의복 액세서리 및 모조 장신구 소매업,1,47422,G,도매 및 소매업,47,소매업; 자동차 제외,474,"섬유, 의복, 신발 및 가죽제품 소매업",4742,"섬유, 직물 및 의복 액세서리 소매업",의복 액세서리 및 모조 장신구 소매업,3,2,의복 액세서리,의복 액세서리 및 모조 장신구 소매업,47419,"기타 섬유, 직물 및 의복액세서리 소매업"
937,523260,523260,G,도매 및 소매업,52,소매업; 자동차 제외,523,"섬유, 의복, 신발 및 가죽제품 소매업",5232,가방 및 기타 가죽제품 소매업,가방 및 기타 가죽제품 소매업,1,47440,G,도매 및 소매업,47,소매업; 자동차 제외,474,"섬유, 의복, 신발 및 가죽제품 소매업",4744,가방 및 기타 가죽제품 소매업,가방 및 기타 가죽제품 소매업,2,1,,가방 및 기타 가죽제품 소매업,47430,가방 및 기타 가죽제품 소매업
938,523291,523291,G,도매 및 소매업,52,소매업; 자동차 제외,523,"섬유, 의복, 신발 및 가죽제품 소매업",5232,"섬유, 직물 및 의복 액세서리 소매업","섬유 원단, 실 및 기타 섬유제품 소매업",1,47429,G,도매 및 소매업,47,소매업; 자동차 제외,474,"섬유, 의복, 신발 및 가죽제품 소매업",4742,"섬유, 직물 및 의복 액세서리 소매업","섬유 원단, 실 및 기타 섬유제품 소매업",3,,실,"섬유 원단, 실 및 기타 섬유제품 소매업",47419,"기타 섬유, 직물 및 의복액세서리 소매업"
939,523292,523292,G,도매 및 소매업,52,소매업; 자동차 제외,523,"섬유, 의복, 신발 및 가죽제품 소매업",5232,"섬유, 직물 및 의복 액세서리 소매업",의복 액세서리 및 모조 장신구 소매업,1,47422,G,도매 및 소매업,47,소매업; 자동차 제외,474,"섬유, 의복, 신발 및 가죽제품 소매업",4742,"섬유, 직물 및 의복 액세서리 소매업",의복 액세서리 및 모조 장신구 소매업,3,2,모조 장신구,의복 액세서리 및 모조 장신구 소매업,47419,"기타 섬유, 직물 및 의복액세서리 소매업"
940,523311,523311,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5233,가구 소매업,가구 소매업,1,47520,G,도매 및 소매업,47,소매업; 자동차 제외,475,기타 생활용품 소매업,4752,가구 소매업,가구 소매업,4,,금속제가구,가구 소매업,47520,가구 소매업
941,523312,523312,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5233,가구 소매업,가구 소매업,1,47520,G,도매 및 소매업,47,소매업; 자동차 제외,475,기타 생활용품 소매업,4752,가구 소매업,가구 소매업,4,1,,가구 소매업,47520,가구 소매업
942,523314,523314,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5233,가구 소매업,가구 소매업,1,47520,G,도매 및 소매업,47,소매업; 자동차 제외,475,기타 생활용품 소매업,4752,가구 소매업,가구 소매업,4,,가구 전문 판매 대리점(성실신고 회원),가구 소매업,47520,가구 소매업
943,523321,523321,G,도매 및 소매업,52,소매업; 자동차 제외,523,가전제품 및 정보 통신장비 소매업,5233,가전제품 소매업,가전제품 소매업,1,47320,G,도매 및 소매업,47,소매업; 자동차 제외,473,가전제품 및 정보 통신장비 소매업,4732,가전제품 소매업,가전제품 소매업,3,1,,가전제품 소매업,47320,가전제품 소매업
943,523321,523321,G,도매 및 소매업,52,소매업; 자동차 제외,523,가전제품 및 정보 통신장비 소매업,5233,가전제품 소매업,가전제품 소매업,1,47320,G,도매 및 소매업,47,소매업; 자동차 제외,473,가전제품 및 정보 통신장비 소매업,4732,가전제품 소매업,가전제품 소매업,3,1,,  ,47599,그 외 기타 분류 안된 가정용품 소매업
944,523323,523323,G,도매 및 소매업,52,소매업; 자동차 제외,523,가전제품 및 정보 통신장비 소매업,5233,"컴퓨터 및 주변장치, 소프트웨어 및 통신기기 소매업",통신기기 소매업,1,47312,G,도매 및 소매업,47,소매업; 자동차 제외,473,가전제품 및 정보 통신장비 소매업,4731,"컴퓨터 및 주변장치, 소프트웨어 및 통신기기 소매업",통신기기 소매업,1,,,통신기기 소매업,47312,통신기기 소매업
945,523330,523330,G,도매 및 소매업,52,소매업; 자동차 제외,523,가전제품 및 정보 통신장비 소매업,5233,가전제품 소매업,가전제품 소매업,1,47320,G,도매 및 소매업,47,소매업; 자동차 제외,473,가전제품 및 정보 통신장비 소매업,4732,가전제품 소매업,가전제품 소매업,3,,가스렌지,가전제품 소매업,47320,가전제품 소매업
945,523330,523330,G,도매 및 소매업,52,소매업; 자동차 제외,523,가전제품 및 정보 통신장비 소매업,5233,가전제품 소매업,가전제품 소매업,1,47320,G,도매 및 소매업,47,소매업; 자동차 제외,473,가전제품 및 정보 통신장비 소매업,4732,가전제품 소매업,가전제품 소매업,3,,가스렌지,  ,47599,그 외 기타 분류 안된 가정용품 소매업
946,523331,523331,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5233,가구 소매업,가구 소매업,1,47520,G,도매 및 소매업,47,소매업; 자동차 제외,475,기타 생활용품 소매업,4752,가구 소매업,가구 소매업,4,,싱크대,가구 소매업,47520,가구 소매업
947,523332,523332,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5233,그 외 기타 가정용품 소매업,"주방용품 및 가정용 유리, 요업제품 소매업",1,47592,G,도매 및 소매업,47,소매업; 자동차 제외,475,기타 생활용품 소매업,4759,그 외 기타 가정용품 소매업,"주방용품 및 가정용 유리, 요업제품 소매업",2,1,,"주방용품 및 가정용 유리, 요업제품 소매업",47519,"페인트, 유리 및 기타 건설자재 소매업"
947,523332,523332,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5233,그 외 기타 가정용품 소매업,"주방용품 및 가정용 유리, 요업제품 소매업",1,47592,G,도매 및 소매업,47,소매업; 자동차 제외,475,기타 생활용품 소매업,4759,그 외 기타 가정용품 소매업,"주방용품 및 가정용 유리, 요업제품 소매업",2,1,,  ,47592,식탁 및 주방용품 소매업
947,523332,523332,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5233,그 외 기타 가정용품 소매업,"주방용품 및 가정용 유리, 요업제품 소매업",1,47592,G,도매 및 소매업,47,소매업; 자동차 제외,475,기타 생활용품 소매업,4759,그 외 기타 가정용품 소매업,"주방용품 및 가정용 유리, 요업제품 소매업",2,1,,  ,47599,그 외 기타 분류 안된 가정용품 소매업
948,523341,523341,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5233,그 외 기타 가정용품 소매업,악기 소매업,1,47593,G,도매 및 소매업,47,소매업; 자동차 제외,475,기타 생활용품 소매업,4759,그 외 기타 가정용품 소매업,악기 소매업,2,,피아노,악기 소매업,47593,악기 소매업
949,523349,523349,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5233,그 외 기타 가정용품 소매업,악기 소매업,1,47593,G,도매 및 소매업,47,소매업; 자동차 제외,475,기타 생활용품 소매업,4759,그 외 기타 가정용품 소매업,악기 소매업,2,1,기타악기,악기 소매업,47593,악기 소매업
