일련번호,2018년 귀속(현행)업종코드,2019년 귀속(개편후)업종코드,국세청_대분류코드,국세청_대분류,국세청_중분류코드,국세청_중분류,국세청_소분류코드,국세청_소분류,국세청_세분류코드,국세청_세분류,국세청_세세분류,국세청_연계,KSIC10_코드,KSIC10_대분류코드,KSIC10_대분류,KSIC10_중분류코드,KSIC10_중분류,KSIC10_소분류코드,KSIC10_소분류,KSIC10_세분류코드,KSIC10_세분류,KSIC10_세세분류,KSIC10_연계,메인,세부설명,KSIC10_항목명,KSIC9_코드,KSIC9_항목명
950,523352,523352,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5233,그 외 기타 가정용품 소매업,전기용품 및 조명장치 소매업,1,47591,G,도매 및 소매업,47,소매업; 자동차 제외,475,기타 생활용품 소매업,4759,그 외 기타 가정용품 소매업,전기용품 및 조명장치 소매업,1,,,전기용품 및 조명장치 소매업,47591,전기용품 및 조명장치 소매업
951,523361,523361,G,도매 및 소매업,52,소매업; 자동차 제외,523,"섬유, 의복, 신발 및 가죽제품 소매업",5233,"섬유, 직물 및 의복 액세서리 소매업",가정용 직물제품 소매업,1,47421,G,도매 및 소매업,47,소매업; 자동차 제외,474,"섬유, 의복, 신발 및 가죽제품 소매업",4742,"섬유, 직물 및 의복 액세서리 소매업",가정용 직물제품 소매업,2,,"커튼, 카페트",가정용 직물제품 소매업,47411,가정용 직물제품 소매업
952,523363,523363,G,도매 및 소매업,52,소매업; 자동차 제외,523,"섬유, 의복, 신발 및 가죽제품 소매업",5233,"섬유, 직물 및 의복 액세서리 소매업",가정용 직물제품 소매업,1,47421,G,도매 및 소매업,47,소매업; 자동차 제외,474,"섬유, 의복, 신발 및 가죽제품 소매업",4742,"섬유, 직물 및 의복 액세서리 소매업",가정용 직물제품 소매업,2,1,,가정용 직물제품 소매업,47411,가정용 직물제품 소매업
953,523370,523370,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5233,그 외 기타 가정용품 소매업,그 외 기타 분류 안된 가정용품 소매업,1,47599,G,도매 및 소매업,47,소매업; 자동차 제외,475,기타 생활용품 소매업,4759,그 외 기타 가정용품 소매업,그 외 기타 분류 안된 가정용품 소매업,5,,"등세공품, 조물제품 및 기타 목제품, 고공품 및 돗자리, 죽세공품",그 외 기타 분류 안된 가정용품 소매업,47430,가방 및 기타 가죽제품 소매업
953,523370,523370,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5233,그 외 기타 가정용품 소매업,그 외 기타 분류 안된 가정용품 소매업,1,47599,G,도매 및 소매업,47,소매업; 자동차 제외,475,기타 생활용품 소매업,4759,그 외 기타 가정용품 소매업,그 외 기타 분류 안된 가정용품 소매업,5,,"등세공품, 조물제품 및 기타 목제품, 고공품 및 돗자리, 죽세공품",  ,47599,그 외 기타 분류 안된 가정용품 소매업
954,523390,523390,G,도매 및 소매업,52,소매업; 자동차 제외,523,가전제품 및 정보 통신장비 소매업,5233,가전제품 소매업,가전제품 소매업,1,47320,G,도매 및 소매업,47,소매업; 자동차 제외,473,가전제품 및 정보 통신장비 소매업,4732,가전제품 소매업,가전제품 소매업,3,,전기식 정수기,가전제품 소매업,47320,가전제품 소매업
954,523390,523390,G,도매 및 소매업,52,소매업; 자동차 제외,523,가전제품 및 정보 통신장비 소매업,5233,가전제품 소매업,가전제품 소매업,1,47320,G,도매 및 소매업,47,소매업; 자동차 제외,473,가전제품 및 정보 통신장비 소매업,4732,가전제품 소매업,가전제품 소매업,3,,전기식 정수기,  ,47599,그 외 기타 분류 안된 가정용품 소매업
955,523391,523391,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5233,그 외 기타 가정용품 소매업,그 외 기타 분류 안된 가정용품 소매업,1,47599,G,도매 및 소매업,47,소매업; 자동차 제외,475,기타 생활용품 소매업,4759,그 외 기타 가정용품 소매업,그 외 기타 분류 안된 가정용품 소매업,5,1,,그 외 기타 분류 안된 가정용품 소매업,47430,가방 및 기타 가죽제품 소매업
955,523391,523391,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5233,그 외 기타 가정용품 소매업,그 외 기타 분류 안된 가정용품 소매업,1,47599,G,도매 및 소매업,47,소매업; 자동차 제외,475,기타 생활용품 소매업,4759,그 외 기타 가정용품 소매업,그 외 기타 분류 안된 가정용품 소매업,5,1,,  ,47599,그 외 기타 분류 안된 가정용품 소매업
956,523411,523411,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5234,"철물, 공구, 창호 및 건설자재 소매업",철물 및 난방용구 소매업,1,47511,G,도매 및 소매업,47,소매업; 자동차 제외,475,기타 생활용품 소매업,4751,"철물, 공구, 창호 및 건설자재 소매업",철물 및 난방용구 소매업,2,2,철물,철물 및 난방용구 소매업,47511,철물 및 난방용구 소매업
957,523412,523412,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5234,"철물, 공구, 창호 및 건설자재 소매업",철물 및 난방용구 소매업,1,47511,G,도매 및 소매업,47,소매업; 자동차 제외,475,기타 생활용품 소매업,4751,"철물, 공구, 창호 및 건설자재 소매업",철물 및 난방용구 소매업,2,2,난방용구,철물 및 난방용구 소매업,47511,철물 및 난방용구 소매업
958,523413,523413,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5234,"철물, 공구, 창호 및 건설자재 소매업",공구 소매업,1,47512,G,도매 및 소매업,47,소매업; 자동차 제외,475,기타 생활용품 소매업,4751,"철물, 공구, 창호 및 건설자재 소매업",공구 소매업,2,,농업용,공구 소매업,47512,기계공구 소매업
959,523421,523421,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5234,"철물, 공구, 창호 및 건설자재 소매업","페인트, 창호 및 기타 건설자재 소매업",1,47519,G,도매 및 소매업,47,소매업; 자동차 제외,475,기타 생활용품 소매업,4751,"철물, 공구, 창호 및 건설자재 소매업","페인트, 창호 및 기타 건설자재 소매업",5,,페인트,"페인트, 창호 및 기타 건설자재 소매업",47519,"페인트, 유리 및 기타 건설자재 소매업"
960,523422,523422,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5234,그 외 기타 가정용품 소매업,"주방용품 및 가정용 유리, 요업제품 소매업",1,47592,G,도매 및 소매업,47,소매업; 자동차 제외,475,기타 생활용품 소매업,4759,그 외 기타 가정용품 소매업,"주방용품 및 가정용 유리, 요업제품 소매업",2,,가정용 유리제품,"주방용품 및 가정용 유리, 요업제품 소매업",47519,"페인트, 유리 및 기타 건설자재 소매업"
960,523422,523422,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5234,그 외 기타 가정용품 소매업,"주방용품 및 가정용 유리, 요업제품 소매업",1,47592,G,도매 및 소매업,47,소매업; 자동차 제외,475,기타 생활용품 소매업,4759,그 외 기타 가정용품 소매업,"주방용품 및 가정용 유리, 요업제품 소매업",2,,가정용 유리제품,  ,47592,식탁 및 주방용품 소매업
960,523422,523422,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5234,그 외 기타 가정용품 소매업,"주방용품 및 가정용 유리, 요업제품 소매업",1,47592,G,도매 및 소매업,47,소매업; 자동차 제외,475,기타 생활용품 소매업,4759,그 외 기타 가정용품 소매업,"주방용품 및 가정용 유리, 요업제품 소매업",2,,가정용 유리제품,  ,47599,그 외 기타 분류 안된 가정용품 소매업
961,523491,523491,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5234,"철물, 공구, 창호 및 건설자재 소매업","페인트, 창호 및 기타 건설자재 소매업",1,47519,G,도매 및 소매업,47,소매업; 자동차 제외,475,기타 생활용품 소매업,4751,"철물, 공구, 창호 및 건설자재 소매업","페인트, 창호 및 기타 건설자재 소매업",5,,시멘트,"페인트, 창호 및 기타 건설자재 소매업",47519,"페인트, 유리 및 기타 건설자재 소매업"
962,523492,523492,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5234,"철물, 공구, 창호 및 건설자재 소매업","페인트, 창호 및 기타 건설자재 소매업",1,47519,G,도매 및 소매업,47,소매업; 자동차 제외,475,기타 생활용품 소매업,4751,"철물, 공구, 창호 및 건설자재 소매업","페인트, 창호 및 기타 건설자재 소매업",5,,"철근, 각종 타일, 위생용도기","페인트, 창호 및 기타 건설자재 소매업",47519,"페인트, 유리 및 기타 건설자재 소매업"
963,523494,523494,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5234,"철물, 공구, 창호 및 건설자재 소매업","페인트, 창호 및 기타 건설자재 소매업",1,47519,G,도매 및 소매업,47,소매업; 자동차 제외,475,기타 생활용품 소매업,4751,"철물, 공구, 창호 및 건설자재 소매업","페인트, 창호 및 기타 건설자재 소매업",5,,"하드보드, 목재류","페인트, 창호 및 기타 건설자재 소매업",47519,"페인트, 유리 및 기타 건설자재 소매업"
964,523499,523499,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5234,"철물, 공구, 창호 및 건설자재 소매업","페인트, 창호 및 기타 건설자재 소매업",1,47519,G,도매 및 소매업,47,소매업; 자동차 제외,475,기타 생활용품 소매업,4751,"철물, 공구, 창호 및 건설자재 소매업","페인트, 창호 및 기타 건설자재 소매업",5,1,,"페인트, 창호 및 기타 건설자재 소매업",47519,"페인트, 유리 및 기타 건설자재 소매업"
965,523511,523511,G,도매 및 소매업,52,소매업; 자동차 제외,523,"문화, 오락 및 여가 용품 소매업",5235,서적 및 문구용품 소매업,"서적, 신문 및 잡지류 소매업",1,47611,G,도매 및 소매업,47,소매업; 자동차 제외,476,"문화, 오락 및 여가 용품 소매업",4761,서적 및 문구용품 소매업,"서적, 신문 및 잡지류 소매업",2,1,,"서적, 신문 및 잡지류 소매업",47611,서적 및 잡지류 소매업
965,523511,523511,G,도매 및 소매업,52,소매업; 자동차 제외,523,"문화, 오락 및 여가 용품 소매업",5235,서적 및 문구용품 소매업,"서적, 신문 및 잡지류 소매업",1,47611,G,도매 및 소매업,47,소매업; 자동차 제외,476,"문화, 오락 및 여가 용품 소매업",4761,서적 및 문구용품 소매업,"서적, 신문 및 잡지류 소매업",2,1,,  ,47612,문구용품 소매업
966,523520,523520,G,도매 및 소매업,52,소매업; 자동차 제외,523,"문화, 오락 및 여가 용품 소매업",5235,서적 및 문구용품 소매업,문구용품 및 회화용품 소매업,1,47612,G,도매 및 소매업,47,소매업; 자동차 제외,476,"문화, 오락 및 여가 용품 소매업",4761,서적 및 문구용품 소매업,문구용품 및 회화용품 소매업,2,1,,문구용품 및 회화용품 소매업,47612,문구용품 소매업
967,523520,523521,G,도매 및 소매업,52,소매업; 자동차 제외,523,"문화, 오락 및 여가 용품 소매업",5235,서적 및 문구용품 소매업,"서적, 신문 및 잡지류 소매업",1,47611,G,도매 및 소매업,47,소매업; 자동차 제외,476,"문화, 오락 및 여가 용품 소매업",4761,서적 및 문구용품 소매업,"서적, 신문 및 잡지류 소매업",2,,교구,"서적, 신문 및 잡지류 소매업",47611,서적 및 잡지류 소매업
967,523520,523521,G,도매 및 소매업,52,소매업; 자동차 제외,523,"문화, 오락 및 여가 용품 소매업",5235,서적 및 문구용품 소매업,"서적, 신문 및 잡지류 소매업",1,47611,G,도매 및 소매업,47,소매업; 자동차 제외,476,"문화, 오락 및 여가 용품 소매업",4761,서적 및 문구용품 소매업,"서적, 신문 및 잡지류 소매업",2,,교구,  ,47612,문구용품 소매업
968,523531,523531,G,도매 및 소매업,52,소매업; 자동차 제외,523,가전제품 및 정보 통신장비 소매업,5235,"컴퓨터 및 주변장치, 소프트웨어 및 통신기기 소매업","컴퓨터 및 주변장치, 소프트웨어 소매업",1,47311,G,도매 및 소매업,47,소매업; 자동차 제외,473,가전제품 및 정보 통신장비 소매업,4731,"컴퓨터 및 주변장치, 소프트웨어 및 통신기기 소매업","컴퓨터 및 주변장치, 소프트웨어 소매업",1,,,"컴퓨터 및 주변장치, 소프트웨어 소매업",47311,"컴퓨터 및 주변장치, 소프트웨어 소매업"
969,523532,523532,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 상품 전문 소매업,5235,"사무용 기기, 안경, 사진장비 및 정밀기기 소매업",사무용 기기 소매업,1,47821,G,도매 및 소매업,47,소매업; 자동차 제외,478,기타 상품 전문 소매업,4782,"사무용 기기, 안경, 사진장비 및 정밀기기 소매업",사무용 기기 소매업,1,,,사무용 기기 소매업,47821,사무용 기기 소매업
970,523541,523541,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 상품 전문 소매업,5235,"사무용 기기, 안경, 사진장비 및 정밀기기 소매업",안경 및 렌즈 소매업,1,47822,G,도매 및 소매업,47,소매업; 자동차 제외,478,기타 상품 전문 소매업,4782,"사무용 기기, 안경, 사진장비 및 정밀기기 소매업",안경 및 렌즈 소매업,1,,,안경 및 렌즈 소매업,47822,안경 소매업
971,523550,523550,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 상품 전문 소매업,5235,"사무용 기기, 안경, 사진장비 및 정밀기기 소매업",사진기 및 사진용품 소매업,1,47823,G,도매 및 소매업,47,소매업; 자동차 제외,478,기타 상품 전문 소매업,4782,"사무용 기기, 안경, 사진장비 및 정밀기기 소매업",사진기 및 사진용품 소매업,1,,,사진기 및 사진용품 소매업,47823,사진기 및 사진용품 소매업
972,523550,523552,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 상품 전문 소매업,5235,"사무용 기기, 안경, 사진장비 및 정밀기기 소매업",기타 광학 및 정밀 기기 소매업,1,47829,G,도매 및 소매업,47,소매업; 자동차 제외,478,기타 상품 전문 소매업,4782,"사무용 기기, 안경, 사진장비 및 정밀기기 소매업",기타 광학 및 정밀 기기 소매업,1,,,기타 광학 및 정밀 기기 소매업,47829,기타 광학 및 정밀 기기 소매업
973,523611,523611,G,도매 및 소매업,52,소매업; 자동차 제외,523,연료 소매업,5236,가정용 연료 소매업,가정용 고체 연료 소매업,1,47721,G,도매 및 소매업,47,소매업; 자동차 제외,477,연료 소매업,4772,가정용 연료 소매업,가정용 고체 연료 소매업,3,,연탄,가정용 고체연료 소매업,47721,가정용 고체연료 소매업
974,523612,523612,G,도매 및 소매업,52,소매업; 자동차 제외,523,연료 소매업,5236,가정용 연료 소매업,가정용 고체 연료 소매업,1,47721,G,도매 및 소매업,47,소매업; 자동차 제외,477,연료 소매업,4772,가정용 연료 소매업,가정용 고체 연료 소매업,3,,"무연탄, 연탄을 제외한 석탄연료, 유연탄, 토탄",가정용 고체연료 소매업,47721,가정용 고체연료 소매업
