,일련번호,2018년 귀속(현행)업종코드,2019년 귀속(개편후)업종코드,국세청_대분류코드,국세청_대분류,국세청_중분류코드,국세청_중분류,국세청_소분류코드,국세청_소분류,국세청_세분류코드,국세청_세분류,국세청_세세분류,국세청_연계,KSIC10_코드,KSIC10_대분류코드,KSIC10_대분류,KSIC10_중분류코드,KSIC10_중분류,KSIC10_소분류코드,KSIC10_소분류,KSIC10_세분류코드,KSIC10_세분류,KSIC10_세세분류,KSIC10_연계,메인,세부설명,KSIC10_항목명,KSIC9_코드,KSIC9_항목명,KSIC_CODE,산업명
60,45.0,141004.0,141004.0,B,광업,14.0,비금속광물 광업; 연료용 제외,141.0,토사석 광업,1410.0,"석재, 쇄석 및 모래, 자갈 채취업",모래 및 자갈 채취업,1.0,7122.0,B,광업,7.0,비금속광물 광업; 연료용 제외,71.0,토사석 광업,712.0,"석재, 쇄석 및 모래, 자갈 채취업",모래 및 자갈 채취업,3,1.0,,모래 및 자갈 채취업,7123.0,모래 및 자갈 채취업,B07,광업
61,46.0,141002.0,141006.0,B,광업,14.0,비금속광물 광업; 연료용 제외,141.0,토사석 광업,1410.0,"석재, 쇄석 및 모래, 자갈 채취업",모래 및 자갈 채취업,1.0,7122.0,B,광업,7.0,비금속광물 광업; 연료용 제외,71.0,토사석 광업,712.0,"석재, 쇄석 및 모래, 자갈 채취업",모래 및 자갈 채취업,3,,공업용 모래 채취,모래 및 자갈 채취업,7123.0,모래 및 자갈 채취업,B07,광업
62,47.0,142101.0,142101.0,B,광업,14.0,비금속광물 광업; 연료용 제외,142.0,기타 비금속광물 광업,1421.0,그 외 기타 비금속광물 광업,그 외 기타 비금속광물 광업,1.0,7290.0,B,광업,7.0,비금속광물 광업; 연료용 제외,72.0,기타 비금속광물 광업,729.0,그 외 기타 비금속광물 광업,그 외 기타 비금속광물 광업,4,,"활석, 장석 및 규조토",그 외 기타 비금속 광물 광업,7290.0,그 외 기타 비금속 광물 광업,B07,광업
63,48.0,142102.0,142102.0,B,광업,14.0,비금속광물 광업; 연료용 제외,142.0,기타 비금속광물 광업,1421.0,화학용 및 비료 원료용 광물 광업,화학용 및 비료 원료용 광물 광업,1.0,7210.0,B,광업,7.0,비금속광물 광업; 연료용 제외,72.0,기타 비금속광물 광업,721.0,화학용 및 비료 원료용 광물 광업,화학용 및 비료 원료용 광물 광업,3,,납석,화학용 및 비료원료용 광물 광업,7210.0,화학용 및 비료원료용 광물 광업,B07,광업
64,49.0,142101.0,142104.0,B,광업,14.0,비금속광물 광업; 연료용 제외,142.0,기타 비금속광물 광업,1421.0,화학용 및 비료 원료용 광물 광업,화학용 및 비료 원료용 광물 광업,1.0,7210.0,B,광업,7.0,비금속광물 광업; 연료용 제외,72.0,기타 비금속광물 광업,721.0,화학용 및 비료 원료용 광물 광업,화학용 및 비료 원료용 광물 광업,3,1.0,,화학용 및 비료원료용 광물 광업,7210.0,화학용 및 비료원료용 광물 광업,B07,광업
65,50.0,142200.0,142200.0,B,광업,14.0,비금속광물 광업; 연료용 제외,142.0,기타 비금속광물 광업,1422.0,천일염 생산 및 암염 채취업,천일염 생산 및 암염 채취업,1.0,7220.0,B,광업,7.0,비금속광물 광업; 연료용 제외,72.0,기타 비금속광물 광업,722.0,천일염 생산 및 암염 채취업,천일염 생산 및 암염 채취업,1,,,천일염 생산 및 암염 채취업,7220.0,소금 채취업,B07,광업
66,51.0,142902.0,142902.0,B,광업,14.0,비금속광물 광업; 연료용 제외,142.0,기타 비금속광물 광업,1429.0,그 외 기타 비금속광물 광업,그 외 기타 비금속광물 광업,1.0,7290.0,B,광업,7.0,비금속광물 광업; 연료용 제외,72.0,기타 비금속광물 광업,729.0,그 외 기타 비금속광물 광업,그 외 기타 비금속광물 광업,4,1.0,,그 외 기타 비금속 광물 광업,7290.0,그 외 기타 비금속 광물 광업,B07,광업
67,52.0,142909.0,142909.0,B,광업,14.0,"석탄, 원유 및 천연가스 광업",142.0,원유 및 천연가스 채굴업,1429.0,원유 및 천연가스 채굴업,원유 및 천연가스 채굴업,1.0,5200.0,B,광업,5.0,"석탄, 원유 및 천연가스 광업",52.0,원유 및 천연가스 채굴업,520.0,원유 및 천연가스 채굴업,원유 및 천연가스 채굴업,1,,,원유 및 천연가스 채굴업,5200.0,원유 및 천연가스 채굴업,B05,광업
68,53.0,142909.0,142910.0,B,광업,14.0,광업 지원 서비스업,142.0,광업 지원 서비스업,1429.0,광업 지원 서비스업,광업 지원 서비스업,1.0,8000.0,B,광업,8.0,광업 지원 서비스업,80.0,광업 지원 서비스업,800.0,광업 지원 서비스업,광업 지원 서비스업,1,,,광업 지원 서비스업,8010.0,원유 및 천연가스 채굴관련 서비스업,B08,광업
69,53.0,142909.0,142910.0,B,광업,14.0,광업 지원 서비스업,142.0,광업 지원 서비스업,1429.0,광업 지원 서비스업,광업 지원 서비스업,1.0,8000.0,B,광업,8.0,광업 지원 서비스업,80.0,광업 지원 서비스업,800.0,광업 지원 서비스업,광업 지원 서비스업,1,,,  ,8090.0,기타 광업 지원 서비스업,B08,광업
70,54.0,143101.0,143101.0,B,광업,14.0,금속 광업,143.0,비철금속 광업,1431.0,비철금속 광업,비철금속 광업(조광권자),1.0,6200.0,B,광업,6.0,금속 광업,62.0,비철금속 광업,620.0,비철금속 광업,비철금속 광업,4,,조광권자,비철금속 광업,6210.0,우라늄 및 토륨 광업,B06,광업
71,54.0,143101.0,143101.0,B,광업,14.0,금속 광업,143.0,비철금속 광업,1431.0,비철금속 광업,비철금속 광업(조광권자),1.0,6200.0,B,광업,6.0,금속 광업,62.0,비철금속 광업,620.0,비철금속 광업,비철금속 광업,4,,조광권자,  ,6291.0,금ㆍ은 및 백금광업,B06,광업
72,54.0,143101.0,143101.0,B,광업,14.0,금속 광업,143.0,비철금속 광업,1431.0,비철금속 광업,비철금속 광업(조광권자),1.0,6200.0,B,광업,6.0,금속 광업,62.0,비철금속 광업,620.0,비철금속 광업,비철금속 광업,4,,조광권자,  ,6292.0,연 및 아연광업,B06,광업
73,54.0,143101.0,143101.0,B,광업,14.0,금속 광업,143.0,비철금속 광업,1431.0,비철금속 광업,비철금속 광업(조광권자),1.0,6200.0,B,광업,6.0,금속 광업,62.0,비철금속 광업,620.0,비철금속 광업,비철금속 광업,4,,조광권자,  ,6299.0,그 외 기타 비철금속 광업,B06,광업
74,55.0,143103.0,143103.0,B,광업,14.0,금속 광업,143.0,철 광업,1431.0,철 광업,철 광업(조광권자),1.0,6100.0,B,광업,6.0,금속 광업,61.0,철 광업,610.0,철 광업,철 광업,2,,조광권자,철 광업,6100.0,철 광업,B06,광업
75,56.0,143101.0,143106.0,B,광업,14.0,"석탄, 원유 및 천연가스 광업",143.0,석탄 광업,1431.0,석탄 광업,석탄 광업(조광권자),1.0,5100.0,B,광업,5.0,"석탄, 원유 및 천연가스 광업",51.0,석탄 광업,510.0,석탄 광업,석탄 광업,2,,조광권자,석탄 광업,5100.0,석탄 광업,B05,광업
76,57.0,143103.0,143107.0,B,광업,14.0,비금속광물 광업; 연료용 제외,143.0,토사석 광업,1431.0,석회석 및 점토 광업,석회석 및 점토 광업,5.0,7110.0,B,광업,7.0,비금속광물 광업; 연료용 제외,71.0,토사석 광업,711.0,석회석 및 점토 광업,석회석 및 점토 광업,2,,조광권자,석회석 및 점토광업,7111.0,석회석 광업,B07,광업
77,57.0,143103.0,143107.0,B,광업,14.0,비금속광물 광업; 연료용 제외,143.0,토사석 광업,1431.0,석회석 및 점토 광업,석회석 및 점토 광업,5.0,7110.0,B,광업,7.0,비금속광물 광업; 연료용 제외,71.0,토사석 광업,711.0,석회석 및 점토 광업,석회석 및 점토 광업,2,,조광권자,  ,7112.0,고령토 및 기타 점토 광업,B07,광업
78,57.0,143103.0,143107.0,B,광업,14.0,비금속광물 광업; 연료용 제외,143.0,토사석 광업,1431.0,"석재, 쇄석 및 모래, 자갈 채취업",건설용 석재 채굴 및 쇄석 생산업,5.0,7121.0,B,광업,7.0,비금속광물 광업; 연료용 제외,71.0,토사석 광업,712.0,"석재, 쇄석 및 모래, 자갈 채취업",건설용 석재 채굴 및 쇄석 생산업,3,,조광권자,건설용 석재 채굴 및 쇄석 생산업,7121.0,건설용 석재 채굴업,B07,광업
79,57.0,143103.0,143107.0,B,광업,14.0,비금속광물 광업; 연료용 제외,143.0,토사석 광업,1431.0,"석재, 쇄석 및 모래, 자갈 채취업",건설용 석재 채굴 및 쇄석 생산업,5.0,7121.0,B,광업,7.0,비금속광물 광업; 연료용 제외,71.0,토사석 광업,712.0,"석재, 쇄석 및 모래, 자갈 채취업",건설용 석재 채굴 및 쇄석 생산업,3,,조광권자,  ,7122.0,건설용 쇄석 생산업,B07,광업
80,57.0,143103.0,143107.0,B,광업,14.0,비금속광물 광업; 연료용 제외,143.0,토사석 광업,1431.0,"석재, 쇄석 및 모래, 자갈 채취업",모래 및 자갈 채취업,5.0,7122.0,B,광업,7.0,비금속광물 광업; 연료용 제외,71.0,토사석 광업,712.0,"석재, 쇄석 및 모래, 자갈 채취업",모래 및 자갈 채취업,3,,조광권자,모래 및 자갈 채취업,7123.0,모래 및 자갈 채취업,B07,광업
81,57.0,143103.0,143107.0,B,광업,14.0,비금속광물 광업; 연료용 제외,143.0,기타 비금속광물 광업,1431.0,화학용 및 비료 원료용 광물 광업,화학용 및 비료 원료용 광물 광업,5.0,7210.0,B,광업,7.0,비금속광물 광업; 연료용 제외,72.0,기타 비금속광물 광업,721.0,화학용 및 비료 원료용 광물 광업,화학용 및 비료 원료용 광물 광업,3,,조광권자,화학용 및 비료원료용 광물 광업,7210.0,화학용 및 비료원료용 광물 광업,B07,광업
82,57.0,143103.0,143107.0,B,광업,14.0,비금속광물 광업; 연료용 제외,143.0,기타 비금속광물 광업,1431.0,그 외 기타 비금속광물 광업,그 외 기타 비금속광물 광업,5.0,7290.0,B,광업,7.0,비금속광물 광업; 연료용 제외,72.0,기타 비금속광물 광업,729.0,그 외 기타 비금속광물 광업,그 외 기타 비금속광물 광업,4,,조광권자,그 외 기타 비금속 광물 광업,7290.0,그 외 기타 비금속 광물 광업,B07,광업
83,58.0,151101.0,151101.0,C,제조업,15.0,식료품 제조업,151.0,"도축, 육류 가공 및 저장 처리업",1511.0,도축업,육류 도축업(가금류 제외),1.0,10111.0,C,제조업,10.0,식료품 제조업,101.0,"도축, 육류 가공 및 저장 처리업",1011.0,도축업,육류 도축업(가금류 제외),2,1.0,,육류 도축업(가금류 제외),10110.0,도축업,C10,식료품 제조업
84,59.0,151102.0,151102.0,C,제조업,15.0,식료품 제조업,151.0,"도축, 육류 가공 및 저장 처리업",1511.0,육류 가공 및 저장 처리업,가금류 가공 및 저장 처리업,1.0,10121.0,C,제조업,10.0,식료품 제조업,101.0,"도축, 육류 가공 및 저장 처리업",1012.0,육류 가공 및 저장 처리업,가금류 가공 및 저장 처리업,2,1.0,,가금류 가공 및 저장 처리업,10121.0,가금류 가공 및 저장 처리업,C10,식료품 제조업
85,60.0,151101.0,151103.0,C,제조업,15.0,식료품 제조업,151.0,"도축, 육류 가공 및 저장 처리업",1511.0,도축업,가금류 도축업,1.0,10112.0,C,제조업,10.0,식료품 제조업,101.0,"도축, 육류 가공 및 저장 처리업",1011.0,도축업,가금류 도축업,2,1.0,,가금류 도축업,10110.0,도축업,C10,식료품 제조업
86,61.0,151102.0,151104.0,C,제조업,15.0,식료품 제조업,151.0,"도축, 육류 가공 및 저장 처리업",1511.0,육류 가공 및 저장 처리업,육류 포장육 및 냉동육 가공업(가금류 제외),1.0,10122.0,C,제조업,10.0,식료품 제조업,101.0,"도축, 육류 가공 및 저장 처리업",1012.0,육류 가공 및 저장 처리업,육류 포장육 및 냉동육 가공업(가금류 제외),2,1.0,,육류 포장육 및 냉동육 가공업(가금류 제외),10129.0,기타 육류 가공 및 저장처리업,C10,식료품 제조업
87,62.0,151102.0,151105.0,C,제조업,15.0,식료품 제조업,151.0,"도축, 육류 가공 및 저장 처리업",1511.0,육류 가공 및 저장 처리업,육류 기타 가공 및 저장 처리업(가금류 제외),1.0,10129.0,C,제조업,10.0,식료품 제조업,101.0,"도축, 육류 가공 및 저장 처리업",1012.0,육류 가공 및 저장 처리업,육류 기타 가공 및 저장 처리업(가금류 제외),1,,,육류 기타 가공 및 저장처리업(가금류 제외),10129.0,기타 육류 가공 및 저장처리업,C10,식료품 제조업
88,63.0,151200.0,151200.0,C,제조업,15.0,식료품 제조업,151.0,수산물 가공 및 저장 처리업,1512.0,수산동물 가공 및 저장 처리업,수산동물 건조 및 염장품 제조업,1.0,10212.0,C,제조업,10.0,식료품 제조업,102.0,수산물 가공 및 저장 처리업,1021.0,수산동물 가공 및 저장 처리업,수산동물 건조 및 염장품 제조업,2,1.0,,수산동물 건조 및 염장품 제조업,10212.0,수산동물 건조 및 염장품 제조업,C10,식료품 제조업
89,64.0,151200.0,151201.0,C,제조업,15.0,식료품 제조업,151.0,수산물 가공 및 저장 처리업,1512.0,수산동물 가공 및 저장 처리업,"수산동물 훈제, 조리 및 유사 조제식품 제조업",1.0,10211.0,C,제조업,10.0,식료품 제조업,102.0,수산물 가공 및 저장 처리업,1021.0,수산동물 가공 및 저장 처리업,"수산동물 훈제, 조리 및 유사 조제식품 제조업",1,,,"수산동물 훈제, 조리 및 유사 조제식품 제조업",10211.0,"수산동물 훈제, 조리 및 유사 조제식품 제조업",C10,식료품 제조업
90,65.0,151200.0,151202.0,C,제조업,15.0,식료품 제조업,151.0,수산물 가공 및 저장 처리업,1512.0,수산동물 가공 및 저장 처리업,수산동물 냉동품 제조업,1.0,10213.0,C,제조업,10.0,식료품 제조업,102.0,수산물 가공 및 저장 처리업,1021.0,수산동물 가공 및 저장 처리업,수산동물 냉동품 제조업,2,1.0,,수산동물 냉동품 제조업,10213.0,수산동물 냉동품 제조업,C10,식료품 제조업
91,66.0,151200.0,151203.0,C,제조업,15.0,식료품 제조업,151.0,수산물 가공 및 저장 처리업,1512.0,수산동물 가공 및 저장 처리업,기타 수산동물 가공 및 저장 처리업,1.0,10219.0,C,제조업,10.0,식료품 제조업,102.0,수산물 가공 및 저장 처리업,1021.0,수산동물 가공 및 저장 처리업,기타 수산동물 가공 및 저장 처리업,1,,,기타 수산동물 가공 및 저장처리업,10219.0,기타 수산동물 가공 및 저장처리업,C10,식료품 제조업
92,67.0,151301.0,151301.0,C,제조업,15.0,식료품 제조업,151.0,"과실, 채소 가공 및 저장 처리업",1513.0,"과실, 채소 가공 및 저장 처리업",김치류 제조업,1.0,10301.0,C,제조업,10.0,식료품 제조업,103.0,"과실, 채소 가공 및 저장 처리업",1030.0,"과실, 채소 가공 및 저장 처리업",김치류 제조업,1,,,김치류 제조업,10301.0,과실 및 채소 절임식품 제조업,C10,식료품 제조업
93,68.0,151302.0,151302.0,C,제조업,15.0,식료품 제조업,151.0,"과실, 채소 가공 및 저장 처리업",1513.0,"과실, 채소 가공 및 저장 처리업",기타 과실ㆍ채소 가공 및 저장 처리업,1.0,10309.0,C,제조업,10.0,식료품 제조업,103.0,"과실, 채소 가공 및 저장 처리업",1030.0,"과실, 채소 가공 및 저장 처리업",기타 과실ㆍ채소 가공 및 저장 처리업,3,1.0,,기타 과실ㆍ채소 가공 및 저장처리업,10309.0,기타 과실ㆍ채소 가공 및 저장처리업,C10,식료품 제조업
94,69.0,151301.0,151304.0,C,제조업,15.0,식료품 제조업,151.0,"과실, 채소 가공 및 저장 처리업",1513.0,"과실, 채소 가공 및 저장 처리업",과실 및 그 외 채소 절임식품 제조업,1.0,10302.0,C,제조업,10.0,식료품 제조업,103.0,"과실, 채소 가공 및 저장 처리업",1030.0,"과실, 채소 가공 및 저장 처리업",과실 및 그 외 채소 절임식품 제조업,1,,,과실 및 그 외 채소 절임식품 제조업,10301.0,과실 및 채소 절임식품 제조업,C10,식료품 제조업
95,70.0,151400.0,151400.0,C,제조업,15.0,식료품 제조업,151.0,동물성 및 식물성 유지 제조업,1514.0,동물성 및 식물성 유지 제조업,식물성 유지 제조업,1.0,10402.0,C,제조업,10.0,식료품 제조업,104.0,동물성 및 식물성 유지 제조업,1040.0,동물성 및 식물성 유지 제조업,식물성 유지 제조업,2,1.0,,식물성 유지 제조업,10402.0,식물성 유지 제조업,C10,식료품 제조업
96,71.0,151400.0,151401.0,C,제조업,15.0,식료품 제조업,151.0,동물성 및 식물성 유지 제조업,1514.0,동물성 및 식물성 유지 제조업,동물성 유지 제조업,1.0,10401.0,C,제조업,10.0,식료품 제조업,104.0,동물성 및 식물성 유지 제조업,1040.0,동물성 및 식물성 유지 제조업,동물성 유지 제조업,2,1.0,,동물성 유지 제조업,10401.0,동물성 유지 제조업,C10,식료품 제조업
97,72.0,151400.0,151402.0,C,제조업,15.0,식료품 제조업,151.0,동물성 및 식물성 유지 제조업,1514.0,동물성 및 식물성 유지 제조업,식용 정제유 및 가공유 제조업,1.0,10403.0,C,제조업,10.0,식료품 제조업,104.0,동물성 및 식물성 유지 제조업,1040.0,동물성 및 식물성 유지 제조업,식용 정제유 및 가공유 제조업,1,,,식용 정제유 및 가공유 제조업,10403.0,식용 정제유 및 가공유 제조업,C10,식료품 제조업
98,73.0,152001.0,152001.0,C,제조업,15.0,식료품 제조업,152.0,낙농제품 및 식용 빙과류 제조업,1520.0,낙농제품 및 식용 빙과류 제조업,액상 시유 및 기타 낙농제품 제조업(분유 및 조제분유),1.0,10501.0,C,제조업,10.0,식료품 제조업,105.0,낙농제품 및 식용 빙과류 제조업,1050.0,낙농제품 및 식용 빙과류 제조업,액상 시유 및 기타 낙농제품 제조업,2,,분유 및 조제분유,액상시유 및 기타 낙농제품 제조업,10501.0,액상시유 및 기타 낙농제품 제조업,C10,식료품 제조업
99,74.0,152002.0,152002.0,C,제조업,15.0,식료품 제조업,152.0,낙농제품 및 식용 빙과류 제조업,1520.0,낙농제품 및 식용 빙과류 제조업,액상 시유 및 기타 낙농제품 제조업,1.0,10501.0,C,제조업,10.0,식료품 제조업,105.0,낙농제품 및 식용 빙과류 제조업,1050.0,낙농제품 및 식용 빙과류 제조업,액상 시유 및 기타 낙농제품 제조업,2,1.0,,액상시유 및 기타 낙농제품 제조업,10501.0,액상시유 및 기타 낙농제품 제조업,C10,식료품 제조업
100,75.0,152002.0,152003.0,C,제조업,15.0,식료품 제조업,152.0,낙농제품 및 식용 빙과류 제조업,1520.0,낙농제품 및 식용 빙과류 제조업,아이스크림 및 기타 식용 빙과류 제조업,1.0,10502.0,C,제조업,10.0,식료품 제조업,105.0,낙농제품 및 식용 빙과류 제조업,1050.0,낙농제품 및 식용 빙과류 제조업,아이스크림 및 기타 식용 빙과류 제조업,1,,,아이스크림 및 기타 식용빙과류 제조업,10502.0,아이스크림 및 기타 식용빙과류 제조업,C10,식료품 제조업
101,76.0,153101.0,153101.0,C,제조업,15.0,식료품 제조업,153.0,"곡물 가공품, 전분 및 전분제품 제조업",1531.0,곡물 가공품 제조업,기타 곡물 가공품 제조업,1.0,10619.0,C,제조업,10.0,식료품 제조업,106.0,"곡물 가공품, 전분 및 전분제품 제조업",1061.0,곡물 가공품 제조업,기타 곡물 가공품 제조업,2,1.0,,기타 곡물 가공품 제조업,10619.0,기타 곡물 가공품 제조업,C10,식료품 제조업
102,77.0,153102.0,153102.0,C,제조업,15.0,식료품 제조업,153.0,"곡물 가공품, 전분 및 전분제품 제조업",1531.0,곡물 가공품 제조업,곡물 도정업,1.0,10611.0,C,제조업,10.0,식료품 제조업,106.0,"곡물 가공품, 전분 및 전분제품 제조업",1061.0,곡물 가공품 제조업,곡물 도정업,2,1.0,,곡물 도정업,10611.0,곡물 도정업,C10,식료품 제조업
103,78.0,153103.0,153103.0,C,제조업,15.0,식료품 제조업,153.0,"곡물 가공품, 전분 및 전분제품 제조업",1531.0,곡물 가공품 제조업,곡물 제분업,1.0,10612.0,C,제조업,10.0,식료품 제조업,106.0,"곡물 가공품, 전분 및 전분제품 제조업",1061.0,곡물 가공품 제조업,곡물 제분업,3,1.0,,곡물 제분업,10612.0,곡물 제분업,C10,식료품 제조업
104,79.0,153104.0,153104.0,C,제조업,15.0,식료품 제조업,153.0,동물용 사료 및 조제식품 제조업,1531.0,동물용 사료 및 조제식품 제조업,단미사료 및 기타 사료 제조업,1.0,10802.0,C,제조업,10.0,식료품 제조업,108.0,동물용 사료 및 조제식품 제조업,1080.0,동물용 사료 및 조제식품 제조업,단미사료 및 기타 사료 제조업,2,,사료절단 분쇄,단미사료 및 기타 사료 제조업,10800.0,동물용 사료 및 조제식품 제조업,C10,식료품 제조업
105,80.0,153105.0,153105.0,C,제조업,15.0,식료품 제조업,153.0,"곡물 가공품, 전분 및 전분제품 제조업",1531.0,전분제품 및 당류 제조업,전분제품 및 당류 제조업,1.0,10620.0,C,제조업,10.0,식료품 제조업,106.0,"곡물 가공품, 전분 및 전분제품 제조업",1062.0,전분제품 및 당류 제조업,전분제품 및 당류 제조업,2,2.0,전분 및 전분제품,전분제품 및 당류 제조업,10620.0,전분제품 및 당류 제조업,C10,식료품 제조업
106,81.0,153101.0,153106.0,C,제조업,15.0,식료품 제조업,153.0,"곡물 가공품, 전분 및 전분제품 제조업",1531.0,곡물 가공품 제조업,곡물 혼합 분말 및 반죽 제조업,1.0,10613.0,C,제조업,10.0,식료품 제조업,106.0,"곡물 가공품, 전분 및 전분제품 제조업",1061.0,곡물 가공품 제조업,곡물 혼합 분말 및 반죽 제조업,1,,,곡물 혼합 분말 및 반죽 제조업,10613.0,제과용 혼합 분말 및 반죽 제조업,C10,식료품 제조업
107,81.0,153101.0,153106.0,C,제조업,15.0,식료품 제조업,153.0,"곡물 가공품, 전분 및 전분제품 제조업",1531.0,곡물 가공품 제조업,곡물 혼합 분말 및 반죽 제조업,1.0,10613.0,C,제조업,10.0,식료품 제조업,106.0,"곡물 가공품, 전분 및 전분제품 제조업",1061.0,곡물 가공품 제조업,곡물 혼합 분말 및 반죽 제조업,1,,,  ,10730.0,"면류, 마카로니 및 유사식품 제조업",C10,식료품 제조업
108,82.0,153101.0,153107.0,C,제조업,15.0,식료품 제조업,153.0,기타 식품 제조업,1531.0,도시락 및 식사용 조리식품 제조업,도시락류 제조업,1.0,10751.0,C,제조업,10.0,식료품 제조업,107.0,기타 식품 제조업,1075.0,도시락 및 식사용 조리식품 제조업,도시락류 제조업,1,,,도시락류 제조업,10798.0,도시락 및 식사용 조리식품 제조업,C10,식료품 제조업
109,83.0,153202.0,153202.0,C,제조업,15.0,식료품 제조업,153.0,"곡물 가공품, 전분 및 전분제품 제조업",1532.0,전분제품 및 당류 제조업,전분제품 및 당류 제조업,1.0,10620.0,C,제조업,10.0,식료품 제조업,106.0,"곡물 가공품, 전분 및 전분제품 제조업",1062.0,전분제품 및 당류 제조업,전분제품 및 당류 제조업,2,2.0,당류,전분제품 및 당류 제조업,10620.0,전분제품 및 당류 제조업,C10,식료품 제조업
